---------------------------------------------------------------------------------------------------------------
Report log for 05-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/05 11:48:34, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/24 09:44:39, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 57, MSN: 10, Max X:0, Max Y:0, Max Z:0, Start Speed:131, End Speed:0, Timer:0
000: ? 2017/01/24 09:44:47, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 57, MSN: 11, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:136, Timer:0
000: ? 2017/01/24 09:49:18, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 57, MSN: 12, Max X:-35, Max Y:20, Max Z:0, Start Speed:67, End Speed:19, Timer:11158
000: ? 2017/01/24 09:50:02, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 57, MSN: 13, Max X:-21, Max Y:-3, Max Z:0, Start Speed:64, End Speed:55, Timer:879
000: ? 2017/01/24 09:50:10, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 57, MSN: 14, Max X:-30, Max Y:-5, Max Z:0, Start Speed:50, End Speed:24, Timer:4600
000: ? 2017/01/24 09:51:23, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 57, MSN: 15, Max X:-7, Max Y:-30, Max Z:0, Start Speed:26, End Speed:23, Timer:1407
000: ? 2017/01/24 09:52:01, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 57, MSN: 16, Max X:10, Max Y:-62, Max Z:0, Start Speed:31, End Speed:32, Timer:3041
000: ? 2017/01/24 09:52:04, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 57, MSN: 17, Max X:-4, Max Y:-34, Max Z:0, Start Speed:35, End Speed:34, Timer:1719
000: ? 2017/01/24 09:52:56, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 57, MSN: 18, Max X:-17, Max Y:13, Max Z:0, Start Speed:73, End Speed:39, Timer:6989
000: ? 2017/01/24 09:52:56, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 57, MSN: 18, Max X:-17, Max Y:13, Max Z:0, Start Speed:73, End Speed:39, Timer:6989
000: ? 2017/01/24 09:53:01, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 57, MSN: 19, Max X:-9, Max Y:-62, Max Z:0, Start Speed:39, End Speed:34, Timer:3112
000: ? 2017/01/24 09:53:40, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 57, MSN: 20, Max X:-27, Max Y:-4, Max Z:0, Start Speed:68, End Speed:36, Timer:2600
000: ? 2017/01/24 09:53:52, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 57, MSN: 21, Max X:34, Max Y:8, Max Z:0, Start Speed:33, End Speed:42, Timer:1719
000: ? 2017/01/24 09:54:45, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 57, MSN: 23, Max X:-45, Max Y:-1, Max Z:0, Start Speed:50, End Speed:13, Timer:2740
000: ? 2017/01/24 09:55:01, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 57, MSN: 24, Max X:1, Max Y:-44, Max Z:0, Start Speed:16, End Speed:16, Timer:3521
000: ? 2017/01/24 09:55:04, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 57, MSN: 25, Max X:30, Max Y:-7, Max Z:0, Start Speed:16, End Speed:32, Timer:1880
000: ? 2017/01/24 09:55:46, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 57, MSN: 26, Max X:-25, Max Y:3, Max Z:0, Start Speed:44, End Speed:29, Timer:5551
000: ? 2017/01/24 09:56:09, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 57, MSN: 27, Max X:-20, Max Y:48, Max Z:0, Start Speed:39, End Speed:26, Timer:4641
000: ? 2017/01/24 09:56:20, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:3, SSN: 57, MSN: 28, Max X:-27, Max Y:-24, Max Z:0, Start Speed:34, End Speed:25, Timer:1961
000: ? 2017/01/24 09:56:37, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:1, SSN: 57, MSN: 29, Max X:8, Max Y:-24, Max Z:0, Start Speed:34, End Speed:41, Timer:1551
000: ? 2017/01/24 09:57:49, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 57, MSN: 30, Max X:0, Max Y:-24, Max Z:0, Start Speed:29, End Speed:28, Timer:6497
000: ? 2017/01/24 10:01:31, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 57, MSN: 31, Valid GPS Samples:2419, Max Y:0, Avg. Voltage On:0, No Motion Timer:145, Distance: 458, Max Voltage:0
000: ? 2017/01/24 12:06:42, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 58, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/24 12:10:44, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 58, MSN: 2, Max X:-7, Max Y:37, Max Z:0, Start Speed:24, End Speed:19, Timer:5037
000: ? 2017/01/24 12:13:02, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 58, MSN: 3, Valid GPS Samples:375, Max Y:0, Avg. Voltage On:0, No Motion Timer:120, Distance: 19, Max Voltage:0
000: ? 2017/01/24 18:45:40, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 59, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/24 18:47:42, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 59, MSN: 2, Max X:25, Max Y:0, Max Z:0, Start Speed:35, End Speed:64, Timer:6909
000: ? 2017/01/24 18:48:40, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 59, MSN: 3, Max X:-22, Max Y:1, Max Z:0, Start Speed:16, End Speed:5, Timer:1720
000: ? 2017/01/24 18:49:08, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Low Battery [5], SSN: 59, MSN: 4, Valid GPS Samples:199, Max Y:0, Avg. Voltage On:0, No Motion Timer:0, Distance: 18, Max Voltage:0
000: ? 2017/01/24 23:37:51, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 60, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/24 23:51:15, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: No Movement [6], SSN: 60, MSN: 2, Valid GPS Samples:749, Max Y:0, Avg. Voltage On:0, No Motion Timer:600, Distance: 3, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 25-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/25 08:17:45, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 61, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/25 08:17:52, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 61, MSN: 2, Max X:-22, Max Y:0, Max Z:0, Start Speed:34, End Speed:20, Timer:4920
000: ? 2017/01/25 08:17:58, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 61, MSN: 3, Max X:-37, Max Y:2, Max Z:0, Start Speed:17, End Speed:4, Timer:2800
000: ? 2017/01/25 08:18:15, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 61, MSN: 4, Max X:17, Max Y:-39, Max Z:0, Start Speed:16, End Speed:35, Timer:6039
000: ? 2017/01/25 08:18:22, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 61, MSN: 5, Max X:-26, Max Y:-4, Max Z:0, Start Speed:26, End Speed:5, Timer:1601
000: ? 2017/01/25 08:18:47, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 61, MSN: 6, Max X:3, Max Y:-35, Max Z:0, Start Speed:20, End Speed:23, Timer:2439
000: ? 2017/01/25 08:21:02, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 61, MSN: 7, Max X:8, Max Y:29, Max Z:0, Start Speed:17, End Speed:20, Timer:1438
000: ? 2017/01/25 08:21:26, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 61, MSN: 8, Max X:29, Max Y:3, Max Z:0, Start Speed:3, End Speed:15, Timer:1600
000: ? 2017/01/25 08:22:32, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 61, MSN: 9, Max X:7, Max Y:-54, Max Z:0, Start Speed:29, End Speed:36, Timer:3971
000: ? 2017/01/25 08:33:01, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 61, MSN: 11, Max X:-24, Max Y:0, Max Z:0, Start Speed:18, End Speed:7, Timer:920
000: ? 2017/01/25 08:35:04, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 61, MSN: 12, Max X:-33, Max Y:-1, Max Z:0, Start Speed:36, End Speed:17, Timer:3364
000: ? 2017/01/25 08:36:53, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 61, MSN: 13, Max X:-27, Max Y:2, Max Z:0, Start Speed:44, End Speed:20, Timer:3279
000: ? 2017/01/25 08:38:18, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:3, SSN: 61, MSN: 14, Max X:-18, Max Y:-33, Max Z:0, Start Speed:30, End Speed:18, Timer:1400
000: ? 2017/01/25 08:39:38, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 61, MSN: 15, Max X:28, Max Y:-24, Max Z:0, Start Speed:12, End Speed:31, Timer:2232
000: ? 2017/01/25 08:39:48, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 61, MSN: 16, Max X:-22, Max Y:-6, Max Z:0, Start Speed:42, End Speed:35, Timer:3023
000: ? 2017/01/25 08:39:51, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 61, MSN: 17, Max X:-11, Max Y:-48, Max Z:0, Start Speed:35, End Speed:28, Timer:1948
000: ? 2017/01/25 08:40:14, (0x09)U2H.MANEUVER -  Accelerate into turn (23), Strength:3, SSN: 61, MSN: 18, Max X:36, Max Y:34, Max Z:0, Start Speed:4, End Speed:18, Timer:2043
000: ? 2017/01/25 08:40:19, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:1, SSN: 61, MSN: 19, Max X:-13, Max Y:30, Max Z:0, Start Speed:24, End Speed:20, Timer:1559
000: ? 2017/01/25 08:40:31, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:1, SSN: 61, MSN: 20, Max X:-7, Max Y:-23, Max Z:0, Start Speed:14, End Speed:10, Timer:2004
000: ? 2017/01/25 08:40:52, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 61, MSN: 21, Valid GPS Samples:1365, Max Y:0, Avg. Voltage On:0, No Motion Timer:19, Distance: 153, Max Voltage:0
000: ? 2017/01/25 17:49:14, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 62, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/25 17:49:14, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 62, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/25 17:51:59, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 62, MSN: 2, Max X:-6, Max Y:41, Max Z:0, Start Speed:42, End Speed:36, Timer:4160
000: ? 2017/01/25 17:59:32, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 62, MSN: 3, Max X:-3, Max Y:27, Max Z:0, Start Speed:47, End Speed:42, Timer:4160
000: ? 2017/01/25 17:59:34, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 62, MSN: 4, Max X:0, Max Y:21, Max Z:0, Start Speed:42, End Speed:42, Timer:1520
000: ? 2017/01/25 17:59:39, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 62, MSN: 5, Max X:4, Max Y:21, Max Z:0, Start Speed:42, End Speed:45, Timer:1920
000: ? 2017/01/25 18:01:27, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 62, MSN: 6, Max X:-28, Max Y:9, Max Z:0, Start Speed:52, End Speed:15, Timer:3960
000: ? 2017/01/25 18:06:33, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 62, MSN: 7, Max X:0, Max Y:21, Max Z:0, Start Speed:17, End Speed:17, Timer:1040
000: ? 2017/01/25 18:07:37, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 62, MSN: 8, Valid GPS Samples:1105, Max Y:0, Avg. Voltage On:0, No Motion Timer:19, Distance: 157, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 26-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/26 07:54:30, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 63, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 07:54:51, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 63, MSN: 2, Max X:-2, Max Y:-34, Max Z:0, Start Speed:17, End Speed:17, Timer:1776
000: ? 2017/01/26 07:56:34, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 63, MSN: 3, Max X:3, Max Y:-40, Max Z:0, Start Speed:21, End Speed:24, Timer:3730
000: ? 2017/01/26 07:57:30, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 4, Max X:-21, Max Y:1, Max Z:0, Start Speed:46, End Speed:7, Timer:5711
000: ? 2017/01/26 07:57:46, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 63, MSN: 5, Max X:31, Max Y:-9, Max Z:0, Start Speed:0, End Speed:28, Timer:3921
000: ? 2017/01/26 07:58:19, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 63, MSN: 6, Max X:-35, Max Y:-2, Max Z:0, Start Speed:64, End Speed:2, Timer:9165
000: ? 2017/01/26 07:58:30, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 63, MSN: 7, Max X:27, Max Y:0, Max Z:0, Start Speed:2, End Speed:23, Timer:2680
000: ? 2017/01/26 07:59:00, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 63, MSN: 8, Max X:23, Max Y:-40, Max Z:0, Start Speed:16, End Speed:47, Timer:8391
000: ? 2017/01/26 08:11:58, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 63, MSN: 9, Max X:-5, Max Y:30, Max Z:0, Start Speed:114, End Speed:108, Timer:11621
000: ? 2017/01/26 08:17:15, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 63, MSN: 11, Max X:0, Max Y:0, Max Z:0, Start Speed:138, End Speed:0, Timer:0
000: ? 2017/01/26 08:17:36, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 63, MSN: 12, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:139, Timer:0
000: ? 2017/01/26 08:18:44, (0x09)U2H.MANEUVER -  Speed event START (65530), Strength:2, SSN: 63, MSN: 13, Max X:0, Max Y:0, Max Z:0, Start Speed:130, End Speed:0, Timer:0
000: ? 2017/01/26 08:19:17, (0x09)U2H.MANEUVER -  Speed event END (65529), Strength:2, SSN: 63, MSN: 14, Max X:0, Max Y:0, Max Z:0, Start Speed:0, End Speed:137, Timer:0
000: ? 2017/01/26 08:21:04, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 15, Max X:-31, Max Y:2, Max Z:0, Start Speed:98, End Speed:26, Timer:14955
000: ? 2017/01/26 08:21:28, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 63, MSN: 16, Max X:21, Max Y:39, Max Z:0, Start Speed:38, End Speed:61, Timer:8654
000: ? 2017/01/26 08:21:49, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 17, Max X:-27, Max Y:0, Max Z:0, Start Speed:49, End Speed:36, Timer:1520
000: ? 2017/01/26 08:22:03, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 63, MSN: 18, Max X:-40, Max Y:0, Max Z:0, Start Speed:33, End Speed:12, Timer:10030
000: ? 2017/01/26 08:22:04, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 19, Max X:-22, Max Y:0, Max Z:0, Start Speed:12, End Speed:4, Timer:1161
000: ? 2017/01/26 08:22:26, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 20, Max X:-30, Max Y:0, Max Z:0, Start Speed:16, End Speed:6, Timer:1720
000: ? 2017/01/26 08:22:56, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 63, MSN: 21, Max X:19, Max Y:-8, Max Z:0, Start Speed:24, End Speed:47, Timer:5872
000: ? 2017/01/26 08:23:47, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 22, Max X:-29, Max Y:3, Max Z:0, Start Speed:74, End Speed:39, Timer:5337
000: ? 2017/01/26 08:23:59, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 63, MSN: 23, Max X:47, Max Y:-33, Max Z:0, Start Speed:31, End Speed:42, Timer:9507
000: ? 2017/01/26 08:24:22, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 24, Max X:-27, Max Y:3, Max Z:0, Start Speed:41, End Speed:29, Timer:2080
000: ? 2017/01/26 08:24:46, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 63, MSN: 25, Max X:36, Max Y:-40, Max Z:0, Start Speed:31, End Speed:46, Timer:9258
000: ? 2017/01/26 08:25:22, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 63, MSN: 26, Max X:-55, Max Y:15, Max Z:0, Start Speed:83, End Speed:35, Timer:10901
000: ? 2017/01/26 08:25:37, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 63, MSN: 27, Max X:27, Max Y:-46, Max Z:0, Start Speed:21, End Speed:36, Timer:2178
000: ? 2017/01/26 08:26:36, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 63, MSN: 28, Max X:17, Max Y:-44, Max Z:0, Start Speed:30, End Speed:35, Timer:1837
000: ? 2017/01/26 08:27:27, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 63, MSN: 29, Max X:-42, Max Y:1, Max Z:0, Start Speed:52, End Speed:34, Timer:1675
000: ? 2017/01/26 08:28:16, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 30, Max X:-30, Max Y:2, Max Z:0, Start Speed:11, End Speed:5, Timer:3804
000: ? 2017/01/26 08:29:38, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 63, MSN: 31, Max X:6, Max Y:42, Max Z:0, Start Speed:35, End Speed:39, Timer:5004
000: ? 2017/01/26 08:30:52, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 63, MSN: 32, Max X:10, Max Y:-29, Max Z:0, Start Speed:33, End Speed:38, Timer:2286
000: ? 2017/01/26 08:31:17, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 63, MSN: 33, Max X:-30, Max Y:-9, Max Z:0, Start Speed:41, End Speed:23, Timer:2201
000: ? 2017/01/26 08:31:36, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:1, SSN: 63, MSN: 34, Max X:-15, Max Y:-27, Max Z:0, Start Speed:16, End Speed:7, Timer:5321
000: ? 2017/01/26 08:31:58, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 63, MSN: 35, Valid GPS Samples:2195, Max Y:0, Avg. Voltage On:0, No Motion Timer:22, Distance: 455, Max Voltage:0
000: ? 2017/01/26 14:04:41, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 14:05:29, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:3, SSN: 1, MSN: 2, Max X:9, Max Y:-34, Max Z:0, Start Speed:22, End Speed:28, Timer:6201
000: ? 2017/01/26 14:07:18, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 3, Max X:-26, Max Y:0, Max Z:0, Start Speed:45, End Speed:40, Timer:1400
000: ? 2017/01/26 14:08:01, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 1, MSN: 4, Max X:-33, Max Y:25, Max Z:0, Start Speed:50, End Speed:24, Timer:6159
000: ? 2017/01/26 14:08:09, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 5, Max X:-6, Max Y:-39, Max Z:0, Start Speed:28, End Speed:22, Timer:4604
000: ? 2017/01/26 14:08:23, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 1, MSN: 6, Max X:8, Max Y:-34, Max Z:0, Start Speed:20, End Speed:33, Timer:11799
000: ? 2017/01/26 14:08:49, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 1, MSN: 7, Max X:-35, Max Y:4, Max Z:0, Start Speed:48, End Speed:16, Timer:3883
000: ? 2017/01/26 14:09:06, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 1, MSN: 8, Valid GPS Samples:261, Max Y:0, Avg. Voltage On:0, No Motion Timer:14, Distance: 24, Max Voltage:0
000: ? 2017/01/26 14:14:09, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 2, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 14:14:33, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 2, MSN: 2, Max X:5, Max Y:-47, Max Z:0, Start Speed:21, End Speed:23, Timer:2480
000: ? 2017/01/26 14:16:02, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 2, MSN: 4, Max X:8, Max Y:-23, Max Z:0, Start Speed:19, End Speed:30, Timer:3280
000: ? 2017/01/26 14:16:32, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 2, MSN: 5, Max X:-37, Max Y:7, Max Z:0, Start Speed:28, End Speed:9, Timer:2040
000: ? 2017/01/26 14:17:28, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 6, Max X:-31, Max Y:0, Max Z:0, Start Speed:40, End Speed:15, Timer:3160
000: ? 2017/01/26 14:17:55, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 2, MSN: 7, Max X:-30, Max Y:4, Max Z:0, Start Speed:47, End Speed:33, Timer:2563
000: ? 2017/01/26 14:18:36, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 2, MSN: 8, Valid GPS Samples:267, Max Y:0, Avg. Voltage On:0, No Motion Timer:17, Distance: 25, Max Voltage:0
000: ? 2017/01/26 14:20:59, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 3, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 14:21:18, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 3, MSN: 2, Max X:-32, Max Y:23, Max Z:0, Start Speed:51, End Speed:22, Timer:6963
000: ? 2017/01/26 14:21:24, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 3, MSN: 3, Max X:6, Max Y:-47, Max Z:0, Start Speed:26, End Speed:32, Timer:3598
000: ? 2017/01/26 14:21:27, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 3, MSN: 4, Max X:5, Max Y:57, Max Z:0, Start Speed:32, End Speed:34, Timer:2080
000: ? 2017/01/26 14:22:41, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 3, MSN: 5, Max X:9, Max Y:-40, Max Z:0, Start Speed:21, End Speed:28, Timer:11852
000: ? 2017/01/26 14:22:47, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 3, MSN: 6, Max X:-24, Max Y:11, Max Z:0, Start Speed:35, End Speed:27, Timer:1597
000: ? 2017/01/26 14:22:51, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 3, MSN: 7, Max X:-30, Max Y:15, Max Z:0, Start Speed:27, End Speed:8, Timer:2403
000: ? 2017/01/26 14:22:56, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:1, SSN: 3, MSN: 8, Max X:-19, Max Y:-16, Max Z:0, Start Speed:15, End Speed:11, Timer:1479
000: ? 2017/01/26 14:23:06, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 3, MSN: 9, Max X:15, Max Y:-43, Max Z:0, Start Speed:9, End Speed:27, Timer:6000
000: ? 2017/01/26 14:23:25, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 3, MSN: 10, Max X:26, Max Y:19, Max Z:0, Start Speed:18, End Speed:26, Timer:2121
000: ? 2017/01/26 14:24:10, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 3, MSN: 11, Max X:-31, Max Y:11, Max Z:0, Start Speed:41, End Speed:13, Timer:2201
000: ? 2017/01/26 14:24:15, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 3, MSN: 12, Valid GPS Samples:194, Max Y:0, Avg. Voltage On:0, No Motion Timer:0, Distance: 18, Max Voltage:0
000: ? 2017/01/26 16:33:30, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/01/26 16:33:45, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 1, MSN: 2, Max X:-29, Max Y:2, Max Z:0, Start Speed:58, End Speed:18, Timer:4721
000: ? 2017/01/26 16:33:51, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 1, MSN: 3, Max X:4, Max Y:-45, Max Z:0, Start Speed:26, End Speed:27, Timer:1919
